cod_un_negocio,cod_pedido,cod_material,cod_material_pai,apresentacao_combo,dt_venda,dt_hora_venda,cod_ciclo,des_ciclo,marca_ind,categoria_final_nivel1,uf,regiao,des_cidade,vlr_receita_bruta_omni,vlr_receita_faturada,vlr_venda_pago,vlr_venda_desconto,status_oms,flg_faturada,flg_aprovada,des_canal_venda_final,fonte_de_trafego_nivel_1,des_midia_canal,des_cupom,flg_pedidos_cd,flg_pedidos_pickup,cpf_hash,cpf_consumidor_full
UN-6,PED-2267300800676150249,SKU-1862647426660880163,PAI-1862647426660880163,INDIVIDUAL,2022-12-27,2022-12-27T23:30:07,202301,SEM INFO,MARCA-9,CAT-13,AL,NORDESTE,Maceió,,,43.13,10.8,4. Cancelado,0,0,Site,4. Brand Awareness,google,CUPOM-313,,1,43683afab0780fc4c66d22e35f0341e7,20676150249
UN-6,PED-75867297626408079,SKU-7294706629438603993,PAI-7294706629438603993,INDIVIDUAL,2022-05-12,2022-05-12T21:10:05,202207,REGULAR,MARCA-16,CAT-13,MG,SUDESTE,Poços de Caldas,,,89.21,22.32,4. Cancelado,0,0,App,3. CRM,Firebase,CUPOM-313,,,3b9cc0a8fe63adff1849465a1021362b,97626408079
UN-0,PED-5559713220142588135,SKU-1658312148456117818,PAI-9183436089767227193,COMBO,2022-06-20,2022-06-20T09:01:09,202209,SEM INFO,MARCA-44,CAT-3,GO,CENTRO OESTE,Goiânia,0,21.38,21.38,3.78,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-457,1,,513a931c1a6f0a20d9dba4053d39aea3,40142588135
UN-9,PED-2106589115593611922,SKU-1214962304388382945,PAI-1214962304388382945,INDIVIDUAL,2022-07-30,2022-07-30T17:48:10,202209,REGULAR,MARCA-19,CAT-13,PR,SUL,Londrina,0,35.92,30.89,0,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,1,,95917cb2e897b06ea2e6831f9b5d1779,75593611922
UN-0,PED-7064231492089289441,SKU-4783541262011912996,PAI-4783541262011912996,INDIVIDUAL,2022-07-04,2022-07-04T21:49:44,202210,SEM INFO,MARCA-42,CAT-16,RJ,SUDESTE,São João de Meriti,0,0,0,0.01,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-370,1,,31fd4bcf37d0ec332abc938fb847f1ad,12089289441
UN-9,PED-2281315603419625513,SKU-340510284512553158,PAI-340510284512553158,INDIVIDUAL,2022-06-05,2022-06-05T10:14:21,202207,REGULAR,MARCA-19,CAT-16,RS,SUL,Santa Maria,0,0,0,7.2,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-266,1,,6f1366ce007cfd9429a77d053da3ebc5,23419625513
UN-6,PED-6364553965607163955,SKU-5195781036416572040,PAI-6384417878437954776,COMBO,2022-09-14,2022-09-14T19:52:44,202213,REGULAR,MARCA-4,CAT-9,SP,SUDESTE,Dracena,0,206.71,206.71,0,1. Faturado,1,1,Site,1. Pagos,livelo,CUPOM-126,1,,d826c1fca09f01e643fcca095d48d1fc,35607163955
UN-0,PED-816932658639067008,SKU-3113704437784457177,PAI-774049397692819847,COMBO,2022-10-05,2022-10-05T01:02:47,202214,SEM INFO,MARCA-44,CAT-3,GO,CENTRO OESTE,Águas Lindas de Goiás,0,25.48,25.48,4.53,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,d153f159c8bd0ae4c3a60baa79de82be,58639067008
UN-0,PED-6264177007261238301,SKU-4783541262011912996,PAI-4783541262011912996,INDIVIDUAL,2022-03-30,2022-03-30T01:25:49,202205,SEM INFO,MARCA-42,CAT-16,CE,NORDESTE,Fortaleza,0,0,0,0.01,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-135,1,,c79892ee2c7a70d9072f249fee683aaa,77261238301
UN-6,PED-1956288224792264395,SKU-2515471277911846815,PAI-2515471277911846815,INDIVIDUAL,2022-07-16,2022-07-16T14:01:10,202210,REGULAR,MARCA-7,CAT-16,SC,SUL,Blumenau,0,0,0,21.53,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,1,,84792264395,84792264395
UN-6,PED-9208015705238114831,SKU-6774852377135307011,PAI-6774852377135307011,INDIVIDUAL,2022-11-05,2022-11-05T12:12:46,202216,REGULAR,MARCA-25,CAT-16,SP,SUDESTE,Santo André,0,0,0,1.44,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-257,1,,e6d0e3bc638efa3110374b0085c7742b,65238114831
UN-0,PED-818066247408591179,SKU-4364253725744573317,PAI-4364253725744573317,INDIVIDUAL,2022-12-05,2022-12-05T05:13:02,202217,SEM INFO,MARCA-49,CAT-13,SP,SUDESTE,Sorocaba,0,19.47,17.99,18,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-255,1,,d7af326b1b514f27d4956f06152cd969,97408591179
UN-6,PED-8722278017397899964,SKU-1192674136923277386,PAI-1192674136923277386,INDIVIDUAL,2022-05-30,2022-05-30T16:25:45,202208,NAMORADOS,MARCA-6,CAT-13,PB,NORDESTE,João Pessoa,,96.17,96.17,16.01,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,,,8a43fc1876f780319624367d8c19e09c,27397899964
UN-0,PED-7064231492089289441,SKU-2982419248356499653,PAI-2982419248356499653,INDIVIDUAL,2022-07-04,2022-07-04T21:49:44,202210,SEM INFO,MARCA-47,CAT-13,RJ,SUDESTE,São João de Meriti,0,48.94,43.19,14.4,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-370,1,,31fd4bcf37d0ec332abc938fb847f1ad,12089289441
UN-0,PED-5727369066185998472,SKU-659352829212407698,PAI-4915156377574901536,COMBO,2022-07-08,2022-07-08T22:03:14,202210,SEM INFO,MARCA-44,CAT-3,PR,SUL,Almirante Tamandaré,0,22.65,22.65,0,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,d13d5b8d23e2585cc67002d4acc76098,16185998472
UN-0,PED-4684316069446844471,SKU-5959275614730189241,PAI-5959275614730189241,INDIVIDUAL,2022-02-09,2022-02-09T09:45:29,202203,SEM INFO,MARCA-17,CAT-16,SP,SUDESTE,São Bernardo do Campo,0,3.05,2.87,0,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,a6d33bb241ffa82905717b087af16b0b,39446844471
UN-6,PED-3378659930906137366,SKU-6774852377135307011,PAI-6774852377135307011,INDIVIDUAL,2022-11-22,2099-01-01T00:00:00,202216,REGULAR,MARCA-25,CAT-16,SC,SUL,Paulo Lopes,0,0,0,2.88,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-433,1,,389ced95cb759401561967b47428d5eb,90906137366
UN-6,PED-1263666281618506158,SKU-5010068804966664074,PAI-5847656356896176426,COMBO,2022-11-19,2022-11-19T12:33:04,202216,REGULAR,MARCA-7,CAT-3,PB,NORDESTE,Cabedelo,0,,26.25,4.63,4. Cancelado,0,0,App,3. CRM,salesforce,CUPOM-167,1,,aae69abb3bb9194a11ea7fe387f5cae4,51618506158
UN-6,PED-5288879756024343888,SKU-38868359037260588,PAI-38868359037260588,INDIVIDUAL,2022-12-24,2022-12-24T02:37:58,202217,NATAL,MARCA-47,CAT-7,MT,CENTRO OESTE,Rondonópolis,0,39.53,39.53,0,1. Faturado,1,1,Mktp Out,5. Outros,,CUPOM-313,1,,800726011a345c8d75b60f85a5352c34,66024343888
UN-9,PED-4595380653830822771,SKU-198730088971220403,PAI-198730088971220403,individual,2022-11-28,2022-11-28T19:31:58,202214,REGULAR,MARCA-19,CAT-7,SP,SUDESTE,São Paulo,,15.48,15.48,9.64,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-313,,,9b1eb5c78a1c6b27f15d520166a21f22,13830822771
UN-0,PED-7281438140532073937,SKU-145178288944037430,PAI-145178288944037430,INDIVIDUAL,2022-05-10,2022-05-10T16:33:06,202207,SEM INFO,MARCA-27,CAT-13,DF,CENTRO OESTE,Brasília,-10,50.39,50.39,35.87,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-288,1,,db3765a354a79aad6ac0732631a0c2f0,30532073937
UN-0,PED-58534494014636215,SKU-1900447383026086232,PAI-59105543194966604,COMBO,2022-03-20,2022-03-20T14:08:38,202205,SEM INFO,MARCA-44,CAT-3,SC,SUL,Criciúma,0,23.11,23.11,5.39,1. Faturado,1,1,Mktp In,5. Outros,,CUPOM-313,1,,b1b97d98ca8f8d229aa92835fcb64dcb,34014636215
UN-9,PED-1128792465951625114,SKU-8732541154970695427,PAI-8732541154970695427,INDIVIDUAL,2022-11-25,2099-01-01T00:00:00,202213,REGULAR,MARCA-19,CAT-16,SP,SUDESTE,Taubaté,0,0,0,1.19,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-230,1,,3022315e8163586a1e62f95f212ab0b6,55951625114
UN-6,PED-2926506713135427027,SKU-2900095214662235318,PAI-2900095214662235318,INDIVIDUAL,2022-06-27,2022-06-27T19:37:48,202209,REGULAR,MARCA-28,CAT-1,SP,SUDESTE,Campinas,0,4.5,3.89,3.96,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,0ba63c0371b3867e7c0d9511ceda814d,33135427027
UN-6,PED-6675250355894559239,SKU-6937501828436938158,PAI-4049126542328653539,COMBO,2022-11-16,2022-11-16T13:16:22,202216,REGULAR,MARCA-7,CAT-3,PE,NORDESTE,Vitória de Santo Antão,-10,,37.85,3.84,4. Cancelado,0,0,Site,1. Pagos,google,CUPOM-313,1,,4e70753ae608ca8b3868b06da5c126eb,45894559239
UN-6,PED-4099051187035307935,SKU-8525237355658289251,PAI-8525237355658289251,INDIVIDUAL,2022-04-01,2099-01-01T00:00:00,202205,REGULAR,MARCA-16,CAT-13,DF,CENTRO OESTE,Brasília,,75.55,75.55,32.38,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-272,,,357fd6dcf11d2c5f7511ceb4b56cd3c0,27035307935
UN-6,PED-2815397277811561306,SKU-5814489645828681241,PAI-5814489645828681241,INDIVIDUAL,2022-03-08,2022-03-08T08:10:37,202204,REGULAR,MARCA-24,CAT-13,SP,SUDESTE,São Paulo,,75.55,75.55,32.38,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-272,,1,673d6b0c47d89a4b1be07d9321dc2598,97811561306
UN-6,PED-297994375406083496,SKU-4975453030557819884,PAI-6268728273418179931,COMBO,2022-06-08,2022-06-08T16:35:40,202208,NAMORADOS,MARCA-7,CAT-3,MG,SUDESTE,Juiz de Fora,,22.97,22.97,0,1. Faturado,1,1,App,1. Pagos,criteo,CUPOM-313,,,258ce90625e0e3e2940a7e5a48849a5c,65406083496
UN-6,PED-6236649011807586999,SKU-1250520421242609524,PAI-1250520421242609524,INDIVIDUAL,2022-11-11,2022-11-11T19:09:15,202216,REGULAR,MARCA-30,CAT-15,RR,NORTE,Boa Vista,0,70.13,0,61.42,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-313,1,,bc339823c2e847653949650b7620e454,21807586999
UN-6,PED-5007724604894991672,SKU-2109001425934750834,PAI-2109001425934750834,INDIVIDUAL,2022-05-25,2022-05-25T23:54:20,202208,NAMORADOS,MARCA-14,CAT-13,RJ,SUDESTE,Itaguaí,0,,89.93,0,4. Cancelado,0,0,Site,4. Brand Awareness,google,CUPOM-313,1,,7b8e0bfd71171b8946c1eba7ba01482e,54894991672
UN-6,PED-4113703249382121906,SKU-8307855186524108209,PAI-6679774250285921490,combo,2022-03-07,2022-03-07T20:12:51,202204,REGULAR,MARCA-7,CAT-3,GO,CENTRO OESTE,Caldas Novas,,19.33,18.09,7.76,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,,,9287ca1538842b7160c36ec18bda6bdd,89382121906
UN-6,PED-5167393892311029684,SKU-3886812300769625528,PAI-3689114159559526286,COMBO,2022-04-24,2022-04-24T20:14:30,202206,MAES,MARCA-0,CAT-7,RN,NORDESTE,Natal,0,18.06,18.06,3.47,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-313,1,,92a7f3f3e4810fe9689ce228c31a2d4b,72311029684
UN-6,PED-3667069176870046120,SKU-2682518657744289852,PAI-3457020625750025943,COMBO,2022-02-21,2022-02-21T15:50:22,202203,REGULAR,MARCA-4,CAT-7,SP,SUDESTE,Jacareí,0,19.68,18.18,10.55,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,1,,6f53f73d8b8e525dba1bcea8f14f1662,16870046120
UN-6,PED-7384053149640361732,SKU-3222910848874303723,PAI-3222910848874303723,individual,2022-06-15,2022-06-15T19:25:15,202209,REGULAR,MARCA-25,CAT-16,RJ,SUDESTE,São Gonçalo,0,0,0,28.73,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-97,1,,9a0e023e328f7f3bccf15a68654d9fca,99640361732
UN-6,PED-4336000587238744157,SKU-1455470664835078057,PAI-1455470664835078057,INDIVIDUAL,2022-11-24,2022-11-24T22:44:26,202216,REGULAR,MARCA-9,CAT-16,SC,SUL,Canoinhas,0,0,0,25.13,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-57,1,,2df6b45e626247ee900ba1590a082e85,37238744157
UN-6,PED-2287842709988064499,SKU-1972803463898403741,PAI-1972803463898403741,INDIVIDUAL,2022-06-05,2022-06-05T17:19:51,202208,NAMORADOS,MARCA-28,CAT-13,PR,SUL,Curitiba,0,18.65,18.65,5.04,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,1,,56f0e5fd17528fa99ee429eb401b21e6,59988064499
UN-0,PED-7695948668311986126,SKU-6857914235128964437,PAI-6857914235128964437,INDIVIDUAL,2022-11-26,2022-11-26T11:03:40,202216,SEM INFO,MARCA-27,CAT-16,PE,NORDESTE,Abreu e Lima,0,0,0,0.01,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,c9bd1d1e64b718f480366b9e423588bf,78311986126
UN-6,PED-9177123927274532840,SKU-6734788449112356656,PAI-6734788449112356656,individual,2022-10-07,2022-10-07T17:07:31,202214,REGULAR,MARCA-30,CAT-13,SP,SUDESTE,São Paulo,0,71.21,71.21,15.12,1. Faturado,1,1,App,1. Pagos,rtbhouse,CUPOM-313,1,,6695853c389374b80f4a28a0a6933264,67274532840
UN-6,PED-1875999671587992130,SKU-4340853513558867424,PAI-4340853513558867424,individual,2022-07-21,2022-07-21T23:07:47,202210,REGULAR,MARCA-27,CAT-7,PR,SUL,Foz do Iguaçu,,,60.42,15.11,4. Cancelado,0,0,Site,2. Não Pagos,google,CUPOM-447,,,202e5244728b4e44e97aedc9db4349b7,81587992130
UN-6,PED-5369327238472350125,SKU-5283746827232769848,PAI-5283746827232769848,INDIVIDUAL,2022-11-14,2022-11-14T16:20:28,202216,REGULAR,MARCA-30,CAT-9,PE,NORDESTE,Paulista,,14.33,14.33,6.48,1. Faturado,1,1,App,3. CRM,salesforce_clubeviva,CUPOM-167,,,94eabbd20a9041937d9f50a3408571f8,58472350125
UN-6,PED-5523023085252755821,SKU-3159324792879899010,PAI-6377646145288699802,COMBO,2022-03-26,2022-03-26T02:24:36,202204,REGULAR,MARCA-7,CAT-3,PR,SUL,Castro,0,18.09,18.09,7.76,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-425,1,,944c01a20ab40bd3276aa2ef5e86fc9d,25252755821
UN-6,PED-7136974303457308893,SKU-784101215454793187,PAI-784101215454793187,INDIVIDUAL,2022-11-21,2022-11-21T21:27:05,202216,REGULAR,MARCA-30,CAT-13,SP,SUDESTE,Itupeva,0,41.3,41.3,45.03,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-161,1,,015eab6a1a1f44e877082a3a41d3a086,53457308893
UN-6,PED-9059557752108729141,SKU-6774852377135307011,PAI-6774852377135307011,INDIVIDUAL,2022-04-16,2022-04-16T12:43:02,202205,REGULAR,MARCA-25,CAT-16,DF,CENTRO OESTE,Brasília,0,0,0,1.19,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-12,1,,a2b52b37642b34ea0b5c3ed721cee9ba,82108729141
UN-0,PED-7603046686060134575,SKU-8551792570595283470,PAI-8551792570595283470,INDIVIDUAL,2022-12-21,2022-12-21T15:15:50,202301,SEM INFO,MARCA-23,CAT-13,SP,SUDESTE,Mogi das Cruzes,0,0.4,0,23.69,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-443,1,,351bd054b9d988d34085d27aaa4704c9,56060134575
UN-6,PED-5193071036230358121,SKU-8172722493066748262,PAI-8172722493066748262,INDIVIDUAL,2022-02-05,2022-02-05T13:56:36,202202,REGULAR,MARCA-33,CAT-21,PR,SUL,Curitiba,0,5.03,5.03,0,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,73b77b02e036a8e771c5935259af8f0f,36230358121
UN-6,PED-5108163377234263453,SKU-2515471277911846815,PAI-2515471277911846815,INDIVIDUAL,2022-07-07,2022-07-07T12:39:34,202210,REGULAR,MARCA-7,CAT-16,RS,SUL,Caxias do Sul,0,0,0,21.53,1. Faturado,1,1,Site,3. CRM,salesforce_clubeviva,CUPOM-313,,,23f61bfbf2d56ac62b5688ee1e29d12d,87234263453
UN-0,PED-5730090197940020627,SKU-6522575973827253638,PAI-6522575973827253638,INDIVIDUAL,2022-06-30,2022-06-30T05:50:51,202210,SEM INFO,MARCA-27,CAT-10,SP,SUDESTE,São Paulo,0,32.41,32.41,5.74,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-135,1,,06997059d2cb7f378cc653c7c73b25a5,87940020627
UN-0,PED-319472549873677612,SKU-1446394090516481431,PAI-2902896227754436276,COMBO,2022-04-03,2022-04-03T20:15:59,202205,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Marília,0,25.91,25.91,6.48,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-135,1,,48999006d4db6f703437a1ed18596efe,99873677612
UN-9,PED-2342666150230862487,SKU-1702042452795570669,PAI-4000698740187070220,combo,2022-12-14,2022-12-14T11:10:41,202214,REGULAR,MARCA-19,CAT-13,RS,SUL,Canoas,0,30.53,28.74,7.19,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,3f6cc96ca036f79a84c4bccd2382a0ed,90230862487
UN-6,PED-375181977992239991,SKU-6724654166819503545,PAI-3434053486312181156,COMBO,2022-08-19,2022-08-19T17:11:12,202212,REGULAR,MARCA-4,CAT-7,MT,CENTRO OESTE,Nossa Senhora do Livramento,,25.85,25.85,2.88,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,,1,22b9162944ad6d69419a19f2af5def63,67992239991
UN-6,PED-5375696675954880488,SKU-3697351248885571682,PAI-3697351248885571682,INDIVIDUAL,2022-08-16,2022-08-16T19:28:17,202212,REGULAR,MARCA-39,CAT-16,PE,NORDESTE,Granito,0,0,0,35.93,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-313,1,,828e03fea03bdd96203ba39a181922fa,15954880488
UN-6,PED-4522086320713976003,SKU-1623843162768651991,PAI-1623843162768651991,INDIVIDUAL,2022-08-01,2022-08-01T10:32:24,202211,PAIS,MARCA-7,CAT-13,AL,NORDESTE,Maceió,0,62.93,62.93,63,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,2c97a248f2b5fdd8f8e0ad2b1cdbf14d,60713976003
UN-6,PED-3968636549183289891,SKU-1795931485542903175,PAI-1795931485542903175,INDIVIDUAL,2022-11-17,2022-11-17T14:04:13,202216,REGULAR,MARCA-36,CAT-13,SP,SUDESTE,Itapevi,,92.09,92.09,23.04,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,,,eb86d1c8c409ed93ee2510a566556785,69183289891
UN-6,PED-6198463812185626290,SKU-5768350033474577138,PAI-5768350033474577138,INDIVIDUAL,2022-10-27,2022-10-27T11:55:00,202215,REGULAR,MARCA-9,CAT-7,MA,NORDESTE,Imperatriz,,35.93,35.93,0,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-313,,1,979c52ac49554ce3d4b30fcc9de96930,22185626290
UN-6,PED-3641176015580478126,SKU-2320125060609717026,PAI-9080498355493018639,COMBO,2022-12-04,2022-12-04T00:57:13,202217,NATAL,MARCA-7,CAT-3,RJ,SUDESTE,São Gonçalo,,,27.29,0,4. Cancelado,0,0,Site,1. Pagos,facebook,CUPOM-313,,,598571a0c0881749707566fc3f02bf51,35580478126
UN-6,PED-5877530590984189677,SKU-8451407577323604414,PAI-8451407577323604414,INDIVIDUAL,2022-11-01,2022-11-01T21:06:08,202216,REGULAR,MARCA-36,CAT-16,BA,NORDESTE,Barreiras,,0,0,32.33,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,,1,b1e61ad976985d4de62bc65e91a65086,50984189677
UN-0,PED-818066247408591179,SKU-987563160523478579,PAI-987563160523478579,INDIVIDUAL,2022-12-05,2022-12-05T05:13:02,202217,SEM INFO,MARCA-49,CAT-1,SP,SUDESTE,Sorocaba,0,0.38,0,9.35,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-255,1,,d7af326b1b514f27d4956f06152cd969,97408591179
UN-6,PED-1468828521518190363,SKU-8057492018932661857,PAI-8057492018932661857,INDIVIDUAL,2022-08-28,2022-08-28T14:35:40,202212,REGULAR,MARCA-31,CAT-13,SC,SUL,Pinhalzinho,,116.89,116.89,5.43,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-313,,,6f8d7280316815bcf101ca81ba583954,91518190363
UN-6,PED-4897729380394226424,SKU-1363231840168900709,PAI-1363231840168900709,INDIVIDUAL,2022-09-15,2022-09-15T12:09:26,202213,REGULAR,MARCA-4,CAT-25,PE,NORDESTE,Recife,,21.53,21.53,0,1. Faturado,1,1,App,3. CRM,salesfoce,CUPOM-313,,,81311393b74c40990d2426bdf80c13a2,40394226424
UN-6,PED-5963502384462393837,SKU-6373321028117717302,PAI-6373321028117717302,INDIVIDUAL,2022-12-09,2022-12-09T20:15:24,202217,NATAL,MARCA-4,CAT-16,MG,SUDESTE,Juiz de Fora,0,0,0,14.33,1. Faturado,1,1,App,1. Pagos,rakuten,CUPOM-167,1,,ddf04b77f19038a03dae2a64cc652394,64462393837
UN-6,PED-8590428698162893496,SKU-8671449764159098758,PAI-8671449764159098758,INDIVIDUAL,2022-09-26,2022-09-26T14:11:25,202214,REGULAR,MARCA-28,CAT-13,MT,CENTRO OESTE,Cuiabá,0,,86.33,0,4. Cancelado,0,0,App,2. Não Pagos,google-play,CUPOM-313,1,,dab49ceede6902a48693a92ac2bc1653,78162893496
UN-6,PED-8079599578255066234,SKU-3363667123875843832,PAI-3363667123875843832,INDIVIDUAL,2022-08-07,2022-08-07T15:45:59,202211,PAIS,MARCA-29,CAT-16,MG,SUDESTE,Nanuque,0,0,0,28.73,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,fe766820865d69120ac9fe11ec045cfc,68255066234
UN-0,PED-4684316069446844471,SKU-7779644197676914817,PAI-7779644197676914817,INDIVIDUAL,2022-02-09,2022-02-09T09:45:29,202203,SEM INFO,MARCA-17,CAT-25,SP,SUDESTE,São Bernardo do Campo,0,28.37,25.7,16.05,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,a6d33bb241ffa82905717b087af16b0b,39446844471
UN-0,PED-3608331829403662321,SKU-8695321051697465306,PAI-8038007760251716751,COMBO,2022-03-06,2022-03-06T22:16:39,202204,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Guarulhos,0,55.28,55.28,13.82,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-135,1,,f873b7a0f360bbbf5a6d81ac56b1b232,89403662321
UN-6,PED-1600703139777888489,SKU-6048436718599817202,PAI-2052688848764858123,COMBO,2022-08-30,2022-08-30T09:06:52,202213,REGULAR,MARCA-7,CAT-3,RS,SUL,Osório,,19.73,19.73,6.23,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,,,a8069493f9fdd400dc273dfbabeb7441,49777888489
UN-6,PED-1839315942227428612,SKU-5197003114123850752,PAI-5197003114123850752,INDIVIDUAL,2022-02-06,2022-02-06T17:06:53,202202,REGULAR,MARCA-34,CAT-13,AM,NORTE,Manaus,,50.33,50.33,21.6,1. Faturado,1,1,Site,1. Pagos,zanox,CUPOM-313,,1,3c3c8fae1fc5ed83ea9ae1455b223d54,82227428612
UN-6,PED-9208015705238114831,SKU-274165188595350922,PAI-274165188595350922,INDIVIDUAL,2022-11-05,2022-11-05T12:12:46,202216,REGULAR,MARCA-1,CAT-16,SP,SUDESTE,Santo André,0,0,0,1.19,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-257,1,,e6d0e3bc638efa3110374b0085c7742b,65238114831
UN-6,PED-436172186534487413,SKU-4100849774667014404,PAI-4100849774667014404,INDIVIDUAL,2022-04-05,2022-04-05T10:45:42,202205,REGULAR,MARCA-4,CAT-7,SP,SUDESTE,Piracicaba,,26.66,26.66,11.43,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-272,,1,1fbfa0be8477e2c596104842d633a60a,66534487413
UN-0,PED-1976303861600092312,SKU-5625001242918421527,PAI-7764919193149635448,combo,2022-03-07,2022-03-07T21:25:15,202204,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Santo André,0,22.69,22.69,2.52,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-276,1,,58c63cd71a6ed73e2e366ccb2aa9d763,81600092312
UN-6,PED-3305188812537671046,SKU-7189110084355970274,PAI-8914762510715021028,combo,2022-09-17,2022-09-17T21:59:17,202213,REGULAR,MARCA-9,CAT-7,RJ,SUDESTE,Niterói,0,17.57,17.57,18.36,1. Faturado,1,1,Site,4. Brand Awareness,instagram,CUPOM-3,1,,259657c5761ca6ebf2387fa11535fe26,22537671046
UN-6,PED-6378353309462654919,SKU-5206572080712006685,PAI-5206572080712006685,INDIVIDUAL,2022-08-18,2022-08-18T15:05:29,202212,REGULAR,MARCA-9,CAT-16,SP,SUDESTE,Votuporanga,0,,64.44,43.2,4. Cancelado,0,0,App,1. Pagos,facebook,CUPOM-313,1,,e4d8340b9cc92a3263329fd1cd92a91b,39462654919
UN-9,PED-8963770573033059966,SKU-2870478173019885132,PAI-2870478173019885132,individual,2022-11-25,2022-11-25T12:02:59,202213,REGULAR,MARCA-19,CAT-13,PR,SUL,Araucária,,,18.65,12.24,4. Cancelado,0,0,Site,1. Pagos,rakuten,CUPOM-313,,1,1d438dcd49e63336d8bf1dc852199bae,83033059966
UN-6,PED-8633091796251256603,SKU-4569966860471810489,PAI-4569966860471810489,INDIVIDUAL,2022-07-17,2022-07-17T15:45:32,202210,REGULAR,MARCA-7,CAT-3,BA,NORDESTE,São Francisco do Conde,,32.33,32.33,14.4,1. Faturado,1,1,Site,1. Pagos,m.facebook.com,CUPOM-313,,,7b58b947ae7850179b0b1f66461fb6c8,26251256603
UN-6,PED-6194778765646259833,SKU-1455470664835078057,PAI-1455470664835078057,INDIVIDUAL,2022-11-15,2022-11-15T18:02:41,202216,REGULAR,MARCA-9,CAT-16,MT,CENTRO OESTE,Cuiabá,0,,0,25.13,4. Cancelado,0,0,App,4. Brand Awareness,google,CUPOM-313,1,,07b8dae1dad8ce28c36e8b0ee873c0a1,25646259833
UN-6,PED-5714645184593015349,SKU-3222910848874303723,PAI-3222910848874303723,INDIVIDUAL,2022-04-16,2022-04-16T19:03:38,202205,REGULAR,MARCA-25,CAT-16,SP,SUDESTE,Carapicuíba,0,0,0,28.73,1. Faturado,1,1,App,1. Pagos,google,CUPOM-425,1,,a2fe6e14c53aeb9dbe93332ca83b201b,64593015349
